HP3Item,Supported,Supported WF,Related,Related WF,Unrelated,Unrelated WF,TypeOfSupported
65,Pomfrey,"defaultdict(<class 'list'>, {1: [(1, 1), (9, 1), (13, 1), (14, 3), (16, 1), (17, 6)], 2: [(8, 1), (10, 14), (11, 1), (12, 1), (13, 4), (14, 1), (15, 1), (16, 4), (18, 1)], 3: [(5, 7), (6, 3), (9, 2), (10, 1), (12, 1), (14, 1), (18, 1), (19, 1), (21, 11), (22, 9)], 4: [(10, 1), (13, 2), (16, 1), (20, 3), (23, 1), (26, 5), (27, 1), (28, 1), (35, 1), (36, 9)], 5: [(19, 1), (20, 1), (27, 1), (28, 1), (30, 1), (31, 1), (32, 4), (37, 1), (38, 4)], 6: [(8, 2), (12, 2), (13, 2), (18, 1), (19, 11), (20, 1), (27, 1), (29, 8)], 7: [(31, 1), (33, 1)]})",Hooch,"defaultdict(<class 'list'>, {1: [(7, 1), (9, 7), (11, 3)], 2: [(10, 4), (14, 1), (16, 1)], 3: [(9, 3), (11, 1), (13, 6), (15, 7)], 5: [(19, 6)], 6: [(14, 1)]})",garden,"defaultdict(<class 'list'>, {1: [(1, 4), (7, 1), (14, 1)], 2: [(1, 3), (2, 1), (3, 8), (8, 1), (11, 1)], 3: [(1, 1), (2, 3), (4, 1), (14, 1), (16, 2), (21, 1)], 4: [(1, 2), (5, 5), (7, 1), (21, 1), (23, 1), (24, 1)], 5: [(1, 1), (2, 2), (3, 1), (25, 1), (26, 1), (38, 2)], 6: [(3, 1), (4, 4), (6, 1), (10, 1), (14, 1), (16, 6), (17, 1), (22, 2)], 7: [(1, 1), (4, 3), (5, 3), (6, 3), (7, 6), (8, 2), (9, 1), (11, 2), (17, 1), (19, 1), (20, 1), (21, 1), (22, 1), (24, 5), (25, 2), (26, 1), (27, 1), (28, 1)]})",ProperName
66,Hooch,"defaultdict(<class 'list'>, {1: [(7, 1), (9, 7), (11, 3)], 2: [(10, 4), (14, 1), (16, 1)], 3: [(9, 3), (11, 1), (13, 6), (15, 7)], 5: [(19, 6)], 6: [(14, 1)]})",Pomfrey,"defaultdict(<class 'list'>, {1: [(1, 1), (9, 1), (13, 1), (14, 3), (16, 1), (17, 6)], 2: [(8, 1), (10, 14), (11, 1), (12, 1), (13, 4), (14, 1), (15, 1), (16, 4), (18, 1)], 3: [(5, 7), (6, 3), (9, 2), (10, 1), (12, 1), (14, 1), (18, 1), (19, 1), (21, 11), (22, 9)], 4: [(10, 1), (13, 2), (16, 1), (20, 3), (23, 1), (26, 5), (27, 1), (28, 1), (35, 1), (36, 9)], 5: [(19, 1), (20, 1), (27, 1), (28, 1), (30, 1), (31, 1), (32, 4), (37, 1), (38, 4)], 6: [(8, 2), (12, 2), (13, 2), (18, 1), (19, 11), (20, 1), (27, 1), (29, 8)], 7: [(31, 1), (33, 1)]})",boggarts,"defaultdict(<class 'list'>, {3: [(7, 2), (8, 1), (9, 1)], 4: [(14, 1)]})",ProperName
67,Peeves,"defaultdict(<class 'list'>, {1: [(7, 6), (8, 2), (9, 15), (10, 1), (13, 1), (14, 1), (16, 6)], 2: [(8, 16), (9, 1), (11, 8), (13, 1), (14, 1)], 3: [(7, 8), (8, 4), (9, 3), (10, 1), (22, 2)], 4: [(12, 10), (15, 1), (20, 1), (22, 1), (25, 19)], 5: [(12, 7), (14, 1), (17, 1), (18, 5), (21, 1), (28, 1), (29, 3), (30, 2), (32, 3), (38, 2)], 6: [(15, 1), (18, 1), (19, 7), (23, 1), (25, 2), (29, 1)], 7: [(16, 1), (29, 1), (30, 4), (32, 1), (36, 2)]})",Nick,"defaultdict(<class 'list'>, {1: [(7, 3), (8, 1)], 2: [(8, 31), (11, 7), (12, 1), (13, 1), (14, 1), (16, 2)], 3: [(8, 1), (14, 1)], 4: [(12, 13), (15, 1)], 5: [(11, 12), (14, 2), (20, 1), (38, 20)], 6: [(8, 3), (23, 3)], 7: [(31, 7)]})",pudding,"defaultdict(<class 'list'>, {1: [(7, 2)], 2: [(1, 1), (2, 3), (3, 1), (5, 1), (8, 1), (12, 2)], 3: [(3, 1), (4, 2), (5, 1), (6, 1)], 4: [(12, 1), (16, 2)], 5: [(5, 1), (23, 1), (38, 1)], 6: [(8, 1)], 7: [(6, 1)]})",ProperName
68,dragon,"defaultdict(<class 'list'>, {1: [(5, 5), (14, 16), (15, 1), (16, 8), (17, 1)], 2: [(4, 1), (6, 1), (8, 1), (11, 1), (14, 1)], 3: [(1, 1), (11, 1)], 4: [(5, 2), (9, 1), (13, 4), (15, 1), (16, 1), (18, 2), (19, 10), (20, 18), (21, 2), (22, 2), (23, 1), (24, 1), (27, 1), (28, 1), (35, 1)], 5: [(2, 1), (13, 1), (16, 1), (19, 1), (20, 10), (22, 1), (24, 1), (25, 1), (27, 1), (31, 3), (38, 1)], 6: [(1, 1), (4, 2), (9, 1), (11, 1), (14, 1), (18, 2), (22, 1), (24, 1), (30, 1)], 7: [(1, 2), (2, 2), (4, 5), (22, 1), (24, 2), (26, 11), (27, 14), (29, 2)]})",fairy,"defaultdict(<class 'list'>, {3: [(21, 1)], 4: [(13, 1), (22, 1), (23, 3)], 5: [(13, 1)], 7: [(21, 1), (22, 1), (24, 1)]})",Flitwick,"defaultdict(<class 'list'>, {1: [(8, 3), (9, 1), (10, 6), (12, 3), (14, 1), (16, 6)], 2: [(7, 1), (11, 3), (13, 2), (16, 3)], 3: [(5, 1), (8, 1), (9, 2), (10, 6), (11, 2), (12, 1), (14, 1), (15, 4), (16, 1)], 4: [(12, 1), (15, 1), (20, 2), (22, 1), (26, 3), (29, 1), (31, 1)], 5: [(13, 4), (15, 1), (16, 1), (25, 1), (26, 4), (28, 6), (29, 1), (30, 1), (31, 2)], 6: [(11, 1), (17, 2), (18, 2), (24, 3), (29, 9)], 7: [(12, 1), (29, 1), (30, 12), (31, 4), (32, 1), (36, 1)]})",CommonNoun
69,giants,"defaultdict(<class 'list'>, {4: [(8, 1), (23, 4), (24, 4), (31, 2), (33, 1), (36, 3)], 5: [(5, 1), (20, 24), (25, 1), (31, 1), (33, 1)], 6: [(1, 1)], 7: [(31, 1), (32, 1), (34, 2), (36, 6)]})",goblins,"defaultdict(<class 'list'>, {1: [(5, 7), (8, 1)], 4: [(9, 1), (24, 14), (37, 4)], 5: [(5, 2), (7, 1), (9, 1), (10, 2), (18, 1), (31, 1), (34, 1), (36, 1)], 6: [(6, 1)], 7: [(15, 9), (23, 2), (24, 10), (25, 14), (26, 19), (27, 2)]})",Hallows,"defaultdict(<class 'list'>, {7: [(20, 1), (21, 14), (22, 28), (24, 6), (25, 1), (28, 1), (35, 17)]})",CommonNoun
70,pixies,"defaultdict(<class 'list'>, {2: [(6, 7), (10, 1), (14, 1)], 3: [(7, 1)], 5: [(2, 1)]})",gnomes,"defaultdict(<class 'list'>, {2: [(3, 10)], 4: [(5, 2)], 7: [(6, 1), (8, 4)]})",Pettigrew,"defaultdict(<class 'list'>, {3: [(10, 9), (11, 2), (17, 2), (18, 5), (19, 39), (20, 13), (21, 11), (22, 7)], 6: [(24, 1), (25, 1)], 7: [(5, 1), (10, 2), (12, 1), (23, 3), (24, 1), (33, 2)]})",CommonNoun/ProperName
71,Willow,"defaultdict(<class 'list'>, {1: [(5, 1)], 2: [(5, 5), (6, 2), (12, 1)], 3: [(4, 1), (9, 3), (10, 2), (15, 1), (16, 1), (17, 3), (18, 2), (19, 2), (21, 8)], 4: [(31, 1)], 5: [(30, 1)], 7: [(32, 2), (33, 1)]})",Shack,"defaultdict(<class 'list'>, {1: [(3, 2)], 3: [(10, 1), (14, 2), (17, 1), (18, 2), (21, 1), (22, 1)], 5: [(17, 2), (25, 1)], 6: [(6, 1), (23, 1)], 7: [(15, 1), (27, 3), (29, 1), (32, 3)]})",knight,"defaultdict(<class 'list'>, {1: [(12, 1), (16, 6)], 2: [(8, 1), (11, 1)], 3: [(3, 12), (4, 1), (5, 1), (6, 6), (10, 1), (14, 1)], 4: [(9, 1), (31, 1)], 5: [(12, 1), (23, 1), (24, 7), (38, 1)], 6: [(11, 1), (30, 1)], 7: [(5, 1), (31, 1)]})",CommonNoun/ProperName
72,Norris,"defaultdict(<class 'list'>, {1: [(8, 3), (9, 5), (12, 2), (16, 2)], 2: [(8, 5), (9, 12), (11, 1), (13, 2), (16, 2)], 3: [(10, 2)], 4: [(25, 6), (29, 1)], 5: [(14, 3), (18, 1), (20, 1), (22, 2), (30, 1)], 6: [(14, 1), (19, 1), (29, 1)], 7: [(31, 1)]})",Crookshanks,"defaultdict(<class 'list'>, {3: [(4, 4), (5, 6), (8, 15), (9, 4), (11, 8), (13, 6), (14, 2), (15, 7), (17, 26), (18, 1), (19, 6), (20, 4), (21, 1), (22, 4)], 4: [(5, 5), (11, 4), (14, 3), (24, 1), (26, 4), (37, 1)], 5: [(4, 1), (5, 3), (6, 1), (10, 7), (13, 2), (14, 2), (15, 2), (17, 3), (18, 2), (19, 1), (24, 2), (29, 2), (38, 1)], 6: [(5, 2), (7, 1), (14, 2)], 7: [(6, 2), (32, 2)]})",parents,"defaultdict(<class 'list'>, {1: [(2, 5), (4, 3), (5, 5), (6, 2), (12, 3), (13, 2), (16, 1), (17, 3)], 2: [(1, 2), (4, 4), (7, 1), (13, 2), (17, 1), (18, 1)], 3: [(1, 3), (2, 2), (3, 1), (10, 2), (11, 3), (12, 3), (14, 1), (17, 2), (18, 2), (19, 4), (20, 3), (22, 3)], 4: [(1, 1), (2, 1), (3, 1), (4, 1), (5, 1), (7, 3), (9, 1), (11, 1), (13, 1), (14, 4), (18, 3), (19, 2), (20, 1), (24, 2), (27, 1), (30, 3), (31, 3), (33, 1), (34, 1), (35, 2), (36, 2), (37, 1)], 5: [(1, 2), (2, 4), (4, 1), (5, 2), (6, 4), (9, 3), (10, 1), (11, 3), (14, 2), (15, 2), (16, 1), (18, 2), (19, 1), (21, 1), (23, 4), (25, 1), (26, 1), (29, 1), (30, 1), (35, 3), (37, 6), (38, 2)], 6: [(3, 1), (7, 2), (8, 1), (11, 3), (13, 1), (15, 1), (16, 1), (17, 1), (19, 1), (23, 2), (25, 1), (29, 1), (30, 4)], 7: [(2, 1), (3, 3), (4, 4), (5, 3), (6, 4), (9, 1), (10, 7), (11, 7), (13, 1), (15, 2), (16, 8), (17, 1), (21, 1), (22, 2), (29, 1), (33, 5), (34, 2), (35, 4), (36, 5)]})",ProperName
73,Umbridge,"defaultdict(<class 'list'>, {5: [(8, 2), (11, 13), (12, 49), (13, 21), (14, 10), (15, 66), (16, 11), (17, 22), (18, 14), (19, 11), (20, 18), (21, 19), (22, 1), (23, 1), (24, 2), (25, 8), (26, 20), (27, 42), (28, 22), (29, 34), (30, 12), (31, 16), (32, 41), (33, 27), (36, 1), (37, 3), (38, 8)], 6: [(4, 2), (5, 3), (7, 1), (16, 3), (17, 1), (30, 2)], 7: [(12, 4), (13, 28), (14, 1), (29, 1)]})",Quirrell,"defaultdict(<class 'list'>, {1: [(5, 9), (7, 4), (8, 4), (9, 1), (10, 3), (11, 1), (12, 1), (13, 7), (14, 3), (15, 4), (17, 54)], 5: [(9, 1), (13, 2), (15, 2)], 6: [(2, 1), (4, 1), (8, 1)], 7: [(33, 1)]})",Flobberworms,"defaultdict(<class 'list'>, {3: [(6, 1), (8, 2), (11, 1), (16, 2)], 5: [(13, 1)], 6: [(11, 1)]})",ProperName
74,boggarts,"defaultdict(<class 'list'>, {3: [(7, 2), (8, 1), (9, 1)], 4: [(14, 1)]})",thestrals,"defaultdict(<class 'list'>, {5: [(17, 3), (21, 12), (27, 1), (30, 2), (33, 5), (34, 6), (38, 1)], 7: [(4, 2), (36, 3)]})",password,"defaultdict(<class 'list'>, {1: [(7, 1), (9, 1)], 2: [(5, 3), (11, 1), (12, 1), (14, 1)], 3: [(5, 1), (8, 2), (9, 1), (11, 1), (13, 1), (14, 2), (15, 1)], 4: [(12, 1), (17, 1), (22, 1), (23, 1), (25, 2), (28, 3), (29, 1), (36, 1)], 5: [(11, 2), (13, 1)], 6: [(9, 1), (15, 1), (17, 2), (23, 1), (25, 1), (29, 1)], 7: [(20, 1), (22, 3), (29, 1), (33, 1)]})",ProperName
75,Dobby,"defaultdict(<class 'list'>, {2: [(2, 66), (3, 3), (4, 1), (10, 39), (11, 4), (16, 1), (18, 26)], 4: [(8, 14), (9, 2), (16, 1), (21, 77), (23, 22), (26, 25), (27, 3), (28, 15), (29, 1), (35, 1), (36, 1)], 5: [(1, 4), (18, 31), (21, 3), (23, 2), (27, 15)], 6: [(17, 1), (19, 16), (21, 21)], 7: [(23, 16), (24, 14), (25, 1), (26, 1), (28, 1)]})",Kreacher,"defaultdict(<class 'list'>, {5: [(4, 3), (6, 41), (9, 2), (14, 5), (16, 1), (21, 1), (22, 4), (23, 6), (24, 3), (29, 2), (32, 13), (37, 20)], 6: [(3, 17), (16, 2), (19, 16), (21, 17)], 7: [(10, 89), (11, 16), (12, 9), (14, 5), (22, 1), (36, 2)]})",Hat,"defaultdict(<class 'list'>, {1: [(2, 1), (5, 3), (7, 31), (10, 1), (12, 3), (13, 1)], 2: [(4, 1), (5, 4), (6, 3), (8, 3), (9, 4), (11, 3), (12, 8), (13, 1), (17, 14), (18, 6)], 3: [(2, 1), (4, 1), (5, 3), (6, 2), (7, 4), (10, 1), (11, 3), (15, 1)], 4: [(2, 1), (7, 3), (8, 2), (12, 17), (15, 1), (16, 2), (20, 1), (21, 3), (22, 1), (23, 3), (26, 1), (28, 1), (30, 3), (36, 2)], 5: [(3, 2), (7, 1), (8, 2), (9, 1), (10, 3), (11, 14), (12, 1), (19, 6), (20, 1), (21, 2), (22, 2), (23, 2), (24, 6), (29, 1), (34, 1), (38, 5)], 6: [(1, 4), (3, 2), (4, 2), (8, 1), (9, 1), (12, 1), (14, 2), (15, 2), (16, 3), (17, 3), (21, 1), (22, 1), (24, 1), (29, 1), (30, 2)], 7: [(3, 2), (4, 1), (7, 1), (8, 4), (12, 1), (13, 1), (15, 1), (19, 1), (21, 1), (24, 1), (31, 1), (33, 5), (36, 5)]})",ProperName
76,Gryffindor,"defaultdict(<class 'list'>, {1: [(6, 2), (7, 13), (8, 4), (9, 9), (10, 5), (11, 18), (12, 4), (13, 9), (15, 6), (16, 4), (17, 12)], 2: [(4, 1), (5, 13), (6, 5), (7, 10), (8, 2), (9, 5), (10, 7), (11, 6), (12, 2), (13, 5), (14, 8), (15, 2), (16, 3), (18, 9)], 3: [(5, 7), (6, 4), (7, 3), (8, 6), (9, 8), (10, 4), (11, 3), (12, 11), (13, 20), (14, 4), (15, 40), (16, 2), (19, 1), (21, 1), (22, 2)], 4: [(5, 2), (6, 1), (7, 2), (12, 11), (13, 2), (14, 3), (15, 5), (16, 2), (17, 8), (18, 6), (20, 2), (21, 2), (22, 3), (23, 4), (24, 2), (25, 2), (26, 1), (27, 3), (28, 5), (29, 1), (30, 1), (31, 3), (37, 1)], 5: [(9, 3), (10, 1), (11, 10), (12, 6), (13, 10), (14, 7), (15, 6), (17, 8), (18, 2), (19, 20), (21, 3), (23, 1), (24, 1), (26, 10), (27, 1), (28, 8), (29, 4), (30, 3), (31, 5), (37, 1), (38, 2)], 6: [(4, 2), (7, 2), (8, 7), (9, 7), (11, 5), (14, 13), (15, 1), (17, 1), (18, 3), (19, 4), (21, 2), (23, 2), (24, 7), (28, 1), (29, 2), (30, 1)], 7: [(7, 4), (10, 1), (12, 1), (15, 6), (16, 4), (19, 4), (22, 1), (23, 2), (24, 2), (25, 9), (26, 1), (29, 2), (31, 7), (33, 6), (36, 4)]})",Slytherin,"defaultdict(<class 'list'>, {1: [(5, 4), (6, 1), (7, 15), (8, 1), (9, 5), (11, 7), (13, 5), (14, 1), (15, 1), (17, 9)], 2: [(5, 4), (6, 1), (7, 10), (8, 3), (9, 20), (10, 8), (11, 7), (12, 12), (13, 2), (14, 4), (15, 1), (16, 4), (17, 8), (18, 5)], 3: [(5, 3), (6, 5), (7, 1), (9, 7), (11, 1), (12, 2), (13, 4), (14, 1), (15, 29)], 4: [(12, 6), (15, 2), (16, 5), (18, 3), (19, 2), (25, 1), (27, 1), (28, 1), (31, 2), (37, 2)], 5: [(10, 1), (11, 6), (13, 1), (14, 2), (17, 1), (18, 1), (19, 25), (21, 1), (22, 2), (24, 1), (25, 1), (27, 1), (28, 2), (30, 4), (32, 2), (38, 1)], 6: [(4, 1), (5, 1), (7, 3), (8, 2), (9, 2), (10, 1), (14, 7), (15, 1), (17, 1), (18, 3), (19, 3), (23, 3), (24, 1), (29, 1), (30, 2)], 7: [(7, 1), (10, 2), (16, 1), (23, 2), (25, 1), (29, 1), (30, 1), (31, 4), (32, 1), (33, 6), (36, 7)]})",wings,"defaultdict(<class 'list'>, {1: [(10, 1), (11, 1), (14, 1), (16, 2)], 2: [(2, 1), (3, 1), (13, 1), (17, 4)], 3: [(1, 1), (2, 1), (6, 5), (13, 1), (14, 1), (15, 1), (21, 7)], 4: [(3, 1), (8, 1), (15, 2), (20, 4), (36, 1)], 5: [(2, 2), (3, 1), (6, 2), (7, 1), (10, 3), (14, 3), (17, 2), (19, 1), (21, 1), (22, 1), (26, 1), (27, 1), (30, 1), (33, 2), (34, 3)], 6: [(16, 1), (28, 1)], 7: [(5, 1), (7, 3), (20, 3), (25, 1), (26, 4), (27, 3)]})",ProperName
77,McGonagall,"defaultdict(<class 'list'>, {1: [(1, 25), (4, 1), (7, 14), (8, 5), (9, 15), (10, 9), (11, 2), (12, 3), (13, 1), (14, 2), (15, 7), (16, 8)], 2: [(5, 15), (6, 2), (7, 4), (9, 3), (10, 8), (11, 10), (12, 3), (13, 1), (14, 12), (15, 1), (16, 17), (18, 7)], 3: [(5, 13), (6, 9), (8, 14), (9, 5), (10, 13), (11, 23), (12, 7), (13, 8), (14, 4), (15, 3), (16, 1), (18, 2), (21, 3), (22, 1)], 4: [(12, 12), (13, 9), (15, 6), (17, 6), (20, 7), (22, 13), (23, 3), (26, 5), (28, 1), (31, 4), (35, 8), (36, 11), (37, 2)], 5: [(6, 1), (11, 6), (12, 14), (13, 8), (15, 18), (16, 2), (17, 8), (18, 1), (19, 9), (21, 4), (22, 20), (25, 3), (26, 8), (27, 13), (28, 1), (29, 26), (30, 2), (31, 8), (32, 5), (38, 8)], 6: [(5, 1), (8, 1), (9, 12), (11, 1), (12, 16), (13, 1), (14, 1), (15, 1), (18, 4), (19, 5), (24, 2), (28, 2), (29, 28), (30, 4)], 7: [(12, 1), (16, 1), (30, 45), (31, 9), (32, 1), (33, 4), (36, 5)]})",Sprout,"defaultdict(<class 'list'>, {1: [(8, 1), (14, 1), (16, 1)], 2: [(6, 15), (9, 1), (11, 1), (12, 1), (14, 1), (15, 2), (16, 3)], 3: [(8, 1), (11, 1)], 4: [(12, 1), (13, 6), (14, 2), (18, 1), (20, 1), (23, 1), (28, 1), (36, 1)], 5: [(10, 1), (11, 1), (13, 2), (14, 1), (18, 1), (25, 2), (26, 3), (31, 1), (33, 1)], 6: [(9, 1), (14, 2), (16, 3), (18, 2), (19, 1), (22, 3), (29, 5), (30, 1)], 7: [(12, 1), (30, 6), (31, 2), (36, 1)]})",squib,"defaultdict(<class 'list'>, {2: [(9, 5), (11, 1)], 5: [(2, 2), (8, 2), (28, 1)], 6: [(10, 1), (19, 1), (30, 1)], 7: [(8, 5), (11, 1), (18, 2)]})",ProperName
78,Lockhart,"defaultdict(<class 'list'>, {2: [(3, 2), (4, 21), (5, 1), (6, 30), (7, 21), (9, 11), (10, 16), (11, 26), (13, 9), (14, 2), (15, 5), (16, 35), (17, 7), (18, 10)], 4: [(15, 1), (20, 1)], 5: [(13, 1), (23, 5)], 6: [(19, 1)]})",Flitwick,"defaultdict(<class 'list'>, {1: [(8, 3), (9, 1), (10, 6), (12, 3), (14, 1), (16, 6)], 2: [(7, 1), (11, 3), (13, 2), (16, 3)], 3: [(5, 1), (8, 1), (9, 2), (10, 6), (11, 2), (12, 1), (14, 1), (15, 4), (16, 1)], 4: [(12, 1), (15, 1), (20, 2), (22, 1), (26, 3), (29, 1), (31, 1)], 5: [(13, 4), (15, 1), (16, 1), (25, 1), (26, 4), (28, 6), (29, 1), (30, 1), (31, 2)], 6: [(11, 1), (17, 2), (18, 2), (24, 3), (29, 9)], 7: [(12, 1), (29, 1), (30, 12), (31, 4), (32, 1), (36, 1)]})",wrackspurts,"defaultdict(<class 'list'>, {7: [(22, 1)]})",ProperName
79,scar,"defaultdict(<class 'list'>, {1: [(1, 1), (2, 2), (5, 2), (6, 3), (7, 1), (8, 1), (15, 2), (16, 2), (17, 3)], 2: [(1, 6), (4, 2), (6, 3), (17, 2), (18, 1)], 3: [(1, 3), (3, 3), (8, 1), (13, 1)], 4: [(2, 16), (3, 1), (5, 1), (6, 1), (7, 1), (8, 2), (9, 1), (10, 4), (14, 1), (15, 3), (16, 1), (17, 1), (18, 2), (19, 1), (29, 5), (30, 5), (31, 4), (32, 4), (33, 3), (35, 3), (36, 3), (37, 1)], 5: [(1, 2), (3, 3), (4, 2), (6, 2), (9, 4), (10, 1), (13, 4), (14, 2), (15, 1), (16, 1), (18, 6), (21, 1), (22, 2), (23, 1), (24, 9), (25, 4), (26, 5), (27, 1), (28, 3), (31, 1), (32, 1), (33, 4), (34, 2), (35, 3), (36, 4), (37, 7)], 6: [(4, 3), (7, 1), (17, 1)], 7: [(4, 3), (5, 8), (7, 3), (8, 1), (9, 5), (12, 3), (14, 3), (15, 2), (16, 1), (17, 4), (20, 2), (22, 3), (23, 17), (24, 18), (27, 2), (29, 7), (30, 6), (32, 3), (35, 1), (36, 2)]})",Lily,"defaultdict(<class 'list'>, {1: [(1, 3), (4, 4)], 3: [(1, 1), (10, 7), (12, 1), (19, 8)], 4: [(14, 1)], 5: [(28, 7), (29, 3)], 6: [(4, 1), (7, 2), (9, 1), (18, 1), (22, 1), (25, 1)], 7: [(8, 1), (10, 3), (16, 3), (17, 3), (33, 51), (34, 1), (36, 6)]})",Fudge,"defaultdict(<class 'list'>, {1: [(5, 1), (12, 2), (17, 1)], 2: [(14, 17)], 3: [(3, 40), (4, 8), (5, 3), (8, 1), (10, 15), (11, 2), (13, 1), (16, 7), (19, 1), (21, 12), (22, 12)], 4: [(8, 11), (11, 1), (27, 2), (28, 1), (29, 5), (30, 5), (31, 5), (35, 3), (36, 42), (37, 1)], 5: [(4, 5), (5, 6), (8, 51), (9, 12), (10, 8), (11, 2), (13, 1), (14, 3), (15, 4), (16, 1), (18, 3), (19, 1), (20, 1), (25, 5), (27, 42), (28, 2), (29, 1), (36, 11), (38, 2)], 6: [(1, 66), (3, 2), (4, 1), (15, 1), (16, 3), (17, 1), (30, 1)], 7: [(35, 1)]})",CommonNoun
80,Bus,"defaultdict(<class 'list'>, {1: [(2, 1)], 2: [(4, 1)], 3: [(3, 22), (4, 1), (5, 1), (10, 1), (14, 1)], 4: [(9, 1)], 5: [(23, 1), (24, 19)], 6: [(4, 1), (11, 1), (30, 1)], 7: [(5, 1), (9, 1)]})",Shunpike,"defaultdict(<class 'list'>, {3: [(3, 2)], 4: [(9, 1)], 5: [(24, 1)], 6: [(11, 4), (16, 3), (30, 1)], 7: [(4, 1), (5, 3), (19, 1), (23, 2)]})",Lily,"defaultdict(<class 'list'>, {1: [(1, 3), (4, 4)], 3: [(1, 1), (10, 7), (12, 1), (19, 8)], 4: [(14, 1)], 5: [(28, 7), (29, 3)], 6: [(4, 1), (7, 2), (9, 1), (18, 1), (22, 1), (25, 1)], 7: [(8, 1), (10, 3), (16, 3), (17, 3), (33, 51), (34, 1), (36, 6)]})",CommonNoun/ProperName
81,Hogsmeade,"defaultdict(<class 'list'>, {3: [(1, 4), (2, 4), (3, 2), (4, 1), (5, 4), (8, 15), (10, 9), (11, 1), (12, 2), (13, 1), (14, 12), (15, 1), (17, 1), (18, 1), (21, 1), (22, 2)], 4: [(8, 1), (11, 1), (12, 1), (19, 3), (24, 3), (26, 3), (27, 8), (29, 1), (37, 1)], 5: [(10, 1), (12, 1), (14, 1), (15, 1), (16, 7), (17, 1), (21, 1), (24, 3), (25, 5), (26, 2), (27, 2), (34, 1)], 6: [(7, 1), (8, 2), (12, 9), (13, 1), (18, 1), (19, 4), (21, 3), (25, 2), (27, 3), (30, 1)], 7: [(15, 2), (16, 2), (24, 1), (27, 2), (28, 2), (31, 1), (33, 1), (36, 1)]})",McGonagall,"defaultdict(<class 'list'>, {1: [(1, 25), (4, 1), (7, 14), (8, 5), (9, 15), (10, 9), (11, 2), (12, 3), (13, 1), (14, 2), (15, 7), (16, 8)], 2: [(5, 15), (6, 2), (7, 4), (9, 3), (10, 8), (11, 10), (12, 3), (13, 1), (14, 12), (15, 1), (16, 17), (18, 7)], 3: [(5, 13), (6, 9), (8, 14), (9, 5), (10, 13), (11, 23), (12, 7), (13, 8), (14, 4), (15, 3), (16, 1), (18, 2), (21, 3), (22, 1)], 4: [(12, 12), (13, 9), (15, 6), (17, 6), (20, 7), (22, 13), (23, 3), (26, 5), (28, 1), (31, 4), (35, 8), (36, 11), (37, 2)], 5: [(6, 1), (11, 6), (12, 14), (13, 8), (15, 18), (16, 2), (17, 8), (18, 1), (19, 9), (21, 4), (22, 20), (25, 3), (26, 8), (27, 13), (28, 1), (29, 26), (30, 2), (31, 8), (32, 5), (38, 8)], 6: [(5, 1), (8, 1), (9, 12), (11, 1), (12, 16), (13, 1), (14, 1), (15, 1), (18, 4), (19, 5), (24, 2), (28, 2), (29, 28), (30, 4)], 7: [(12, 1), (16, 1), (30, 45), (31, 9), (32, 1), (33, 4), (36, 5)]})",car,"defaultdict(<class 'list'>, {1: [(1, 3), (2, 8), (3, 5), (4, 3), (6, 1)], 2: [(1, 2), (3, 24), (5, 41), (6, 3), (7, 1), (12, 3), (15, 13)], 3: [(1, 4), (2, 7), (5, 2)], 4: [(4, 5), (13, 1), (37, 1)], 5: [(1, 3), (2, 1), (3, 5), (7, 1), (20, 1), (23, 3), (34, 1)], 6: [(6, 3), (7, 1), (8, 1)], 7: [(3, 3), (4, 5), (17, 1), (32, 1), (36, 2)]})",ProperName
